HGNC symbol,GO term name
SLC37A4,glucose 6-phosphate:inorganic phosphate antiporter activity
SLC37A4,gluconeogenesis
SLC37A4,phosphate ion transmembrane transport
SLC37A4,neutrophil homeostasis
SLC37A4,myeloid progenitor cell differentiation
SLC37A4,glycogen metabolic process
SLC37A4,lactate metabolic process
SLC37A4,triglyceride metabolic process
SLC37A4,cellular calcium ion homeostasis
SLC37A4,response to nutrient
SLC37A4,steroid metabolic process
SLC37A4,response to glucose
SLC37A4,response to organic cyclic compound
SLC37A4,neutrophil chemotaxis
SLC37A4,negative regulation of chemokine production
SLC37A4,post-embryonic hemopoiesis
SLC37A4,cholesterol homeostasis
SLC37A4,respiratory burst
SLC38A1,membrane
SLC38A1,plasma membrane
SLC38A1,monoatomic ion transport
SLC38A1,symporter activity
SLC38A1,protein binding
SLC38A1,amino acid:sodium symporter activity
SLC38A1,neutral L-amino acid:sodium symporter activity
SLC38A1,proline:sodium symporter activity
SLC38A1,L-amino acid transmembrane transporter activity
SLC38A1,L-glutamine transmembrane transporter activity
SLC38A1,glycine:sodium symporter activity
SLC38A1,alanine:sodium symporter activity
SLC38A1,glutamine metabolic process
SLC38A1,glutamine transport
SLC38A1,female pregnancy
SLC38A1,gamma-aminobutyric acid biosynthetic process
SLC38A1,neutral amino acid transport
SLC38A1,glycine transport
SLC38A1,"regulation of synaptic transmission, GABAergic"
SLC38A1,alanine transport
SLC38A1,amino acid import
SLC38A1,regulation of synaptic plasticity
SLC38A1,positive regulation of L-glutamine import across plasma membrane
SLC38A1,L-alpha-amino acid transmembrane transport
SLC38A1,basolateral plasma membrane
SLC38A1,axon
SLC38A1,neuronal cell body
SLC38A1,external side of apical plasma membrane
SLC38A1,sodium ion transport
SLC38A1,amino acid transport
SLC38A1,extracellular exosome
SLC38A1,amino acid transmembrane transport
SLC38A1,transport across blood-brain barrier
SLC38A1,amino acid transmembrane transporter activity
SLC38A1,neutral L-amino acid transmembrane transporter activity
SLC38A1,neurotransmitter uptake
SLC38A1,
SLC38A10,membrane
SLC38A10,Golgi apparatus
SLC38A10,amino acid transport
SLC38A10,L-alpha-amino acid transmembrane transport
SLC38A10,L-amino acid transmembrane transporter activity
SLC38A10,amino acid transmembrane transport
SLC38A10,bone development
SLC38A10,
SLC38A2,membrane
SLC38A2,plasma membrane
SLC38A2,monoatomic ion transport
SLC38A2,symporter activity
SLC38A2,amino acid:sodium symporter activity
SLC38A2,neutral L-amino acid:sodium symporter activity
SLC38A2,proline:sodium symporter activity
SLC38A2,amino acid transmembrane transporter activity
SLC38A2,acidic amino acid transmembrane transporter activity
SLC38A2,neutral L-amino acid transmembrane transporter activity
SLC38A2,L-glutamine transmembrane transporter activity
SLC38A2,L-serine transmembrane transporter activity
SLC38A2,alanine:sodium symporter activity
SLC38A2,amino acid transport
SLC38A2,glutamine transport
SLC38A2,female pregnancy
SLC38A2,response to muscle activity
SLC38A2,acidic amino acid transport
SLC38A2,neutral amino acid transport
SLC38A2,proline transport
SLC38A2,L-serine transport
SLC38A2,cerebral cortex development
SLC38A2,glycine betaine transport
SLC38A2,alanine transport
SLC38A2,cellular response to amino acid starvation
SLC38A2,amino acid import
SLC38A2,cellular response to mechanical stimulus
SLC38A2,"regulation of glutamate secretion, neurotransmission"
SLC38A2,L-glutamine import across plasma membrane
SLC38A2,L-serine import across plasma membrane
SLC38A2,L-proline import across plasma membrane
SLC38A2,brush border
SLC38A2,axon
SLC38A2,dendrite
SLC38A2,sarcolemma
SLC38A2,neuronal cell body
SLC38A2,protein binding
SLC38A2,sodium ion transport
SLC38A2,amino acid transmembrane transport
SLC38A2,cytoplasm
SLC38A2,positive regulation of gene expression
SLC38A2,neurotransmitter transport
SLC38A2,transport across blood-brain barrier
SLC38A2,positive regulation of RNA splicing
SLC38A2,regulation of cellular response to stress
SLC38A2,cellular response to arsenite(3-)
SLC38A2,
SLC38A3,membrane
SLC38A3,plasma membrane
SLC38A3,monoatomic ion transport
SLC38A3,symporter activity
SLC38A3,antiporter activity
SLC38A3,sodium ion transport
SLC38A3,basolateral plasma membrane
SLC38A3,amino acid transport
SLC38A3,amino acid transmembrane transport
SLC38A3,transport across blood-brain barrier
SLC38A3,apical plasma membrane
SLC38A3,amino acid transmembrane transporter activity
SLC38A3,L-histidine transport
SLC38A3,cellular amino acid homeostasis
SLC38A3,L-alanine transmembrane transporter activity
SLC38A3,L-alanine transport
SLC38A3,L-glutamine transmembrane transporter activity
SLC38A3,glutamine transport
SLC38A3,L-histidine transmembrane transporter activity
SLC38A3,histidine transport
SLC38A3,L-asparagine transmembrane transporter activity
SLC38A3,asparagine transport
SLC38A3,"L-glutamine, sodium:proton antiporter activity"
SLC38A3,L-glutamine import across plasma membrane
SLC38A3,neutral L-amino acid:sodium symporter activity
SLC38A3,"L-asparagine, sodium:proton antiporter activity"
SLC38A3,"L-histidine, sodium:proton antiporter activity"
SLC38A3,female pregnancy
SLC38A3,glutamine secretion
SLC38A3,cellular response to potassium ion starvation
SLC38A3,positive regulation of transcription from RNA polymerase II promoter in response to acidic pH
SLC38A3,L-histidine import across plasma membrane
SLC38A3,L-asparagine import across plasma membrane
SLC38A3,positive regulation of glutamine transport
SLC38A3,
SLC38A4,membrane
SLC38A4,cell projection
SLC38A4,plasma membrane
SLC38A4,monoatomic ion transport
SLC38A4,symporter activity
SLC38A4,protein binding
SLC38A4,sodium ion transport
SLC38A4,amino acid transport
SLC38A4,microvillus membrane
SLC38A4,L-amino acid transmembrane transporter activity
SLC38A4,amino acid transmembrane transport
SLC38A4,amino acid transmembrane transporter activity
SLC38A4,neutral amino acid transport
SLC38A4,amino acid:sodium symporter activity
SLC38A4,neutral L-amino acid:sodium symporter activity
SLC38A4,alanine:sodium symporter activity
SLC38A4,L-alanine import across plasma membrane
SLC38A4,L-arginine transmembrane transporter activity
SLC38A4,L-arginine transmembrane transport
SLC38A4,L-alanine transmembrane transport
SLC38A5,membrane
SLC38A5,plasma membrane
SLC38A5,sodium ion transmembrane transport
SLC38A5,transport across blood-brain barrier
SLC38A5,amino acid transmembrane transporter activity
SLC38A5,amino acid transport
SLC38A5,neutral amino acid transport
SLC38A5,L-histidine transmembrane transporter activity
SLC38A5,alanine transmembrane transporter activity
SLC38A5,L-serine transmembrane transporter activity
SLC38A5,glycine transmembrane transporter activity
SLC38A5,glycine transport
SLC38A5,L-glutamine transmembrane transporter activity
SLC38A5,glutamine transport
SLC38A5,L-asparagine transmembrane transporter activity
SLC38A5,serine transmembrane transporter activity
SLC38A5,"L-glutamine, sodium:proton antiporter activity"
SLC38A5,"neutral amino acid, sodium:proton antiporter activity"
SLC38A5,asparagine transport
SLC38A5,L-serine transport
SLC38A5,serine transport
SLC38A5,amino acid export across plasma membrane
SLC38A5,L-histidine transmembrane transport
SLC38A5,amino acid import across plasma membrane
SLC38A5,asparagine transmembrane transport
SLC38A5,L-glutamine import across plasma membrane
SLC38A5,L-serine import across plasma membrane
SLC38A5,L-alanine transmembrane transport
SLC38A5,
SLC38A6,membrane
SLC38A6,plasma membrane
SLC38A6,protein binding
SLC38A6,synapse
SLC38A6,amino acid transport
SLC38A6,amino acid transmembrane transport
SLC38A6,L-glutamate transmembrane transporter activity
SLC38A6,L-glutamine transmembrane transporter activity
SLC38A6,glutamine transport
SLC38A6,L-glutamate transmembrane transport
SLC38A6,
SLC38A7,membrane
SLC38A7,cell projection
SLC38A7,monoatomic ion transport
SLC38A7,lysosome
SLC38A7,lysosomal membrane
SLC38A7,protein binding
SLC38A7,sodium ion transport
SLC38A7,axon
SLC38A7,amino acid transport
SLC38A7,amino acid transmembrane transport
SLC38A7,neuronal cell body
SLC38A7,glutamine transport
SLC38A7,L-glutamine transmembrane transporter activity
SLC38A7,asparagine transport
SLC38A7,L-asparagine transmembrane transporter activity
SLC38A7,L-asparagine:sodium symporter activity
SLC38A7,L-glutamine:sodium symporter activity
SLC38A7,
SLC38A8,
SLC38A8,cytoplasm
SLC38A8,membrane
SLC38A8,cell projection
SLC38A8,cell cortex
SLC38A8,axon
SLC38A8,amino acid transport
SLC38A8,L-alpha-amino acid transmembrane transport
SLC38A8,L-amino acid transmembrane transporter activity
SLC38A8,amino acid transmembrane transport
SLC38A9,
SLC38A9,membrane
SLC38A9,metal ion binding
SLC38A9,endosome
SLC38A9,late endosome
SLC38A9,lysosome
SLC38A9,lysosomal membrane
SLC38A9,guanyl-nucleotide exchange factor activity
SLC38A9,protein binding
SLC38A9,late endosome membrane
SLC38A9,L-arginine transmembrane transporter activity
SLC38A9,amino acid transport
SLC38A9,cellular response to amino acid stimulus
SLC38A9,branched-chain amino acid transport
SLC38A9,L-amino acid transmembrane transporter activity
SLC38A9,amino acid transmembrane transport
SLC38A9,arginine binding
SLC38A9,cholesterol binding
SLC38A9,positive regulation of TORC1 signaling
SLC38A9,positive regulation of TOR signaling
SLC38A9,Ragulator complex
SLC38A9,FNIP-folliculin RagC/D GAP
SLC38A9,amino acid transmembrane transporter activity
SLC38A9,L-leucine transmembrane transporter activity
SLC38A9,L-arginine transmembrane transport
SLC38A9,L-glutamine transmembrane transporter activity
SLC38A9,glutamine transport
SLC38A9,L-asparagine transmembrane transporter activity
SLC38A9,sterol sensor activity
SLC38A9,asparagine transport
SLC39A1,membrane
SLC39A1,transmembrane transport
SLC39A1,metal ion transmembrane transporter activity
SLC39A1,metal ion transport
SLC39A1,endoplasmic reticulum
SLC39A1,endoplasmic reticulum membrane
SLC39A1,plasma membrane
SLC39A1,monoatomic ion transport
SLC39A1,protein binding
SLC39A1,zinc ion transmembrane transporter activity
SLC39A1,zinc ion transport
SLC39A1,zinc ion transmembrane transport
SLC39A1,inorganic cation transmembrane transporter activity
SLC39A1,monoatomic cation transport
SLC39A1,signaling receptor binding
SLC39A1,in utero embryonic development
SLC39A1,embryonic cranial skeleton morphogenesis
SLC39A1,limb development
SLC39A1,
SLC39A10,
SLC39A10,membrane
SLC39A10,transmembrane transport
SLC39A10,metal ion transmembrane transporter activity
SLC39A10,metal ion transport
SLC39A10,plasma membrane
SLC39A10,monoatomic ion transport
SLC39A10,apical plasma membrane
SLC39A10,bicarbonate transport
SLC39A10,protein binding
SLC39A10,zinc ion transmembrane transporter activity
SLC39A10,zinc ion transport
SLC39A10,zinc ion transmembrane transport
SLC39A10,epithelial to mesenchymal transition
SLC39A10,solute:bicarbonate symporter activity
SLC39A10,zinc ion import across plasma membrane
SLC39A10,negative regulation of B cell apoptotic process
SLC39A10,cellular zinc ion homeostasis
SLC39A10,positive regulation of B cell proliferation
SLC39A10,positive regulation of B cell receptor signaling pathway
SLC39A11,
SLC39A11,membrane
SLC39A11,transmembrane transport
SLC39A11,metal ion transmembrane transporter activity
SLC39A11,metal ion transport
SLC39A11,nucleus
SLC39A11,cytoplasm
SLC39A11,Golgi apparatus
SLC39A11,plasma membrane
SLC39A11,monoatomic ion transport
SLC39A11,copper ion transmembrane transporter activity
SLC39A11,copper ion transmembrane transport
SLC39A11,zinc ion transmembrane transporter activity
SLC39A11,zinc ion transport
SLC39A11,zinc ion transmembrane transport
SLC39A11,zinc ion import across plasma membrane
SLC39A12,membrane
SLC39A12,transmembrane transport
SLC39A12,metal ion transmembrane transporter activity
SLC39A12,metal ion transport
SLC39A12,monoatomic ion transport
SLC39A12,bicarbonate transport
SLC39A12,zinc ion transmembrane transporter activity
SLC39A12,zinc ion transport
SLC39A12,extracellular vesicle
SLC39A12,neuron projection extension
SLC39A12,solute:bicarbonate symporter activity
SLC39A12,zinc ion import across plasma membrane
SLC39A12,neural tube formation
SLC39A12,signal transduction
SLC39A12,regulation of neuron projection development
SLC39A12,regulation of microtubule polymerization
SLC39A12,response to decreased oxygen levels
SLC39A12,positive regulation of sprouting angiogenesis
SLC39A12,plasma membrane
SLC39A12,perinuclear region of cytoplasm
SLC39A13,membrane
SLC39A13,transmembrane transport
SLC39A13,metal ion transmembrane transporter activity
SLC39A13,metal ion transport
SLC39A13,Golgi apparatus
SLC39A13,cytoplasmic vesicle membrane
SLC39A13,cytoplasmic vesicle
SLC39A13,endoplasmic reticulum
SLC39A13,endoplasmic reticulum membrane
SLC39A13,monoatomic ion transport
SLC39A13,Golgi membrane
SLC39A13,protein binding
SLC39A13,zinc ion transmembrane transporter activity
SLC39A13,zinc ion transport
SLC39A13,protein homodimerization activity
SLC39A13,perinuclear region of cytoplasm
SLC39A13,zinc ion transmembrane transport
SLC39A13,cellular zinc ion homeostasis
SLC39A13,brown fat cell differentiation
SLC39A13,connective tissue development
SLC39A13,
SLC39A14,membrane
SLC39A14,transmembrane transport
SLC39A14,metal ion transmembrane transporter activity
SLC39A14,metal ion transport
SLC39A14,plasma membrane
SLC39A14,monoatomic ion transport
SLC39A14,endosome
SLC39A14,lysosome
SLC39A14,lysosomal membrane
SLC39A14,late endosome membrane
SLC39A14,apical plasma membrane
SLC39A14,basolateral plasma membrane
SLC39A14,gluconeogenesis
SLC39A14,inorganic cation transmembrane transport
SLC39A14,early endosome membrane
SLC39A14,bicarbonate transport
SLC39A14,monoatomic anion transmembrane transport
SLC39A14,zinc ion transport
SLC39A14,iron ion transmembrane transport
SLC39A14,zinc ion transmembrane transport
SLC39A14,iron ion transmembrane transporter activity
SLC39A14,insulin receptor signaling pathway
SLC39A14,cellular response to insulin stimulus
SLC39A14,chondrocyte differentiation
SLC39A14,zinc ion transmembrane transporter activity
SLC39A14,cellular response to glucose stimulus
SLC39A14,manganese ion transmembrane transport
SLC39A14,positive regulation of G protein-coupled receptor signaling pathway
SLC39A14,negative regulation of cyclic-nucleotide phosphodiesterase activity
SLC39A14,manganese ion transmembrane transporter activity
SLC39A14,iron import into cell
SLC39A14,cadmium ion transmembrane transporter activity
SLC39A14,regulation of hormone levels
SLC39A14,solute:bicarbonate symporter activity
SLC39A14,cellular zinc ion homeostasis
SLC39A14,zinc ion import across plasma membrane
SLC39A14,monoatomic anion:monoatomic cation symporter activity
SLC39A14,manganese ion homeostasis
SLC39A14,cadmium ion transmembrane transport
SLC39A14,import across plasma membrane
SLC39A14,
SLC39A14,protein binding
SLC39A14,ferrous iron transmembrane transporter activity
SLC39A14,iron ion transport
SLC39A2,membrane
SLC39A2,transmembrane transport
SLC39A2,metal ion transmembrane transporter activity
SLC39A2,metal ion transport
SLC39A2,cytoplasmic vesicle
SLC39A2,plasma membrane
SLC39A2,monoatomic ion transport
SLC39A2,protein binding
SLC39A2,cytoplasmic ribonucleoprotein granule
SLC39A2,zinc ion transmembrane transporter activity
SLC39A2,zinc ion transport
SLC39A2,zinc ion transmembrane transport
SLC39A2,cadmium ion transmembrane transport
SLC39A2,
SLC39A2,keratinocyte differentiation
SLC39A3,membrane
SLC39A3,transmembrane transport
SLC39A3,metal ion transmembrane transporter activity
SLC39A3,metal ion transport
SLC39A3,plasma membrane
SLC39A3,monoatomic ion transport
SLC39A3,apical plasma membrane
SLC39A3,zinc ion transmembrane transporter activity
SLC39A3,zinc ion transport
SLC39A3,zinc ion transmembrane transport
SLC39A3,cell morphogenesis
SLC39A3,in utero embryonic development
SLC39A3,T cell homeostasis
SLC39A3,embryonic cranial skeleton morphogenesis
SLC39A3,limb development
SLC39A3,hippocampal mossy fiber to CA3 synapse
SLC39A3,protein binding
SLC39A3,
SLC39A4,
SLC39A4,membrane
SLC39A4,transmembrane transport
SLC39A4,metal ion transmembrane transporter activity
SLC39A4,metal ion transport
SLC39A4,cytoplasmic vesicle
SLC39A4,metal ion binding
SLC39A4,plasma membrane
SLC39A4,monoatomic ion transport
SLC39A4,endosome
SLC39A4,identical protein binding
SLC39A4,recycling endosome membrane
SLC39A4,apical plasma membrane
SLC39A4,bicarbonate transport
SLC39A4,zinc ion transmembrane transporter activity
SLC39A4,zinc ion transport
SLC39A4,zinc ion transmembrane transport
SLC39A4,cellular zinc ion homeostasis
SLC39A4,solute:bicarbonate symporter activity
SLC39A4,zinc ion import across plasma membrane
SLC39A4,zinc ion binding
SLC39A4,zinc ion sensor activity
SLC39A4,zinc ion sequestering activity
SLC39A4,cellular response to zinc ion starvation
SLC39A5,
SLC39A5,membrane
SLC39A5,transmembrane transport
SLC39A5,metal ion transmembrane transporter activity
SLC39A5,metal ion transport
SLC39A5,plasma membrane
SLC39A5,monoatomic ion transport
SLC39A5,basolateral plasma membrane
SLC39A5,bicarbonate transport
SLC39A5,zinc ion transmembrane transporter activity
SLC39A5,zinc ion transport
SLC39A5,cellular response to zinc ion starvation
SLC39A5,"positive regulation of mRNA splicing, via spliceosome"
SLC39A5,zinc ion transmembrane transport
SLC39A5,angiogenesis
SLC39A5,extracellular exosome
SLC39A5,molecular_function
SLC39A5,eye development
SLC39A5,BMP signaling pathway
SLC39A5,neural precursor cell proliferation
SLC39A5,cellular zinc ion homeostasis
SLC39A5,solute:bicarbonate symporter activity
SLC39A5,zinc ion import across plasma membrane
SLC39A5,G1 to G0 transition involved in cell differentiation
